SubjectNumber,dc_time,mom_IBI_Lego,child_IBI_Lego,mom_RSA_Lego,child_RSA_Lego,mom_HbO_dlpfc_l,mom_HbR_dlpfc_l,child_HbO_dlpfc_l,child_HbR_dlpfc_l,mom_HbO_dlpfc_r,mom_HbR_dlpfc_r,child_HbO_dlpfc_r,child_HbR_dlpfc_r,NA_child,NA_Parent,PA_child,PA_Parent
194,678.016,91.81513984,106.2739065,4.733980726,6.801331111,2.26E-06,8.00E-08,2.37E-07,-5.96E-07,8.35E-07,-7.16E-07,-1.68E-06,-1.73E-06,0,0,0,0
194,679.04,94.41174009,100.7497537,4.726029347,6.859847407,2.24E-06,6.66E-08,8.41E-07,-3.00E-08,1.07E-06,-6.15E-07,-6.67E-07,-1.50E-06,0,0,0,0
194,680.064,94.46585631,96.6562082,4.687452045,6.859187386,1.96E-06,2.61E-07,1.20E-06,4.25E-07,1.16E-06,-3.61E-07,8.87E-07,-1.02E-06,0,1,0,0
194,681.088,91.55905508,91.77013483,4.634190826,6.87061842,1.52E-06,4.49E-07,7.85E-07,6.56E-08,9.81E-07,-9.04E-08,2.11E-06,-5.87E-07,0,1,0,0
194,682.112,90.89018047,96.42524173,4.482960053,6.878252308,1.01E-06,4.87E-07,-3.71E-07,-1.12E-06,5.90E-07,5.77E-08,2.77E-06,-2.68E-07,0,1,0,0
194,683.136,91.03214703,93.77528004,4.22197089,6.752610186,7.61E-07,4.58E-07,-1.37E-06,-2.21E-06,2.91E-07,1.19E-07,2.99E-06,-1.17E-07,0,0,0,0
194,684.16,91.15916963,104.8351954,4.221398988,6.706021161,1.06E-06,5.21E-07,-1.17E-06,-2.15E-06,3.65E-07,2.15E-07,2.97E-06,-2.04E-07,0,0,0,0
194,685.184,93.2568368,102.8402203,4.198115929,6.533760017,1.75E-06,6.87E-07,-2.94E-07,-1.51E-06,6.87E-07,3.40E-07,2.94E-06,-4.40E-07,0,0,0,0
194,686.208,95.10984644,100.3228426,4.248209354,6.610392879,2.33E-06,7.99E-07,1.34E-07,-1.35E-06,8.91E-07,3.72E-07,2.86E-06,-6.32E-07,0,0,0,0
194,687.232,95.86133167,104.6340988,4.141811949,6.614382806,2.46E-06,7.27E-07,1.07E-07,-1.51E-06,7.91E-07,2.52E-07,2.31E-06,-6.77E-07,0,0,0,0
194,688.256,96.73392979,102.1522016,4.066669789,6.685139412,2.09E-06,5.06E-07,2.72E-07,-1.16E-06,4.46E-07,6.61E-08,1.07E-06,-5.85E-07,0,0,0,0
194,689.28,97.2172454,95.21536399,4.065586475,6.741439495,1.44E-06,2.80E-07,7.26E-07,-2.53E-07,1.05E-07,-1.35E-08,-2.49E-07,-3.24E-07,0,0,0,0
194,690.304,93.46955293,91.52669087,3.85099793,6.796092303,8.12E-07,1.69E-07,9.65E-07,4.83E-07,-5.57E-08,7.43E-08,-8.84E-07,1.00E-07,0,0,0,1
194,691.328,88.82330431,99.25810049,3.776920987,6.760935845,4.48E-07,1.82E-07,7.80E-07,6.16E-07,-1.05E-07,2.04E-07,-9.45E-07,4.78E-07,0,0,0,0
194,692.352,87.86835066,95.53504891,3.733650456,6.757271645,4.62E-07,2.82E-07,4.74E-07,4.34E-07,-1.37E-07,2.48E-07,-8.33E-07,6.51E-07,0,0,0,0
194,693.376,86.95973235,87.89306357,3.80850211,6.707456044,8.05E-07,4.21E-07,4.45E-07,4.14E-07,-1.59E-07,1.83E-07,-6.29E-07,6.60E-07,0,0,0,0
194,694.4,88.00197736,90.01371466,3.872829344,6.637131739,1.28E-06,5.56E-07,6.99E-07,6.12E-07,-1.31E-07,8.16E-08,-2.75E-07,5.94E-07,0,0,0,0
194,695.424,89.95203555,98.52101155,3.922111304,6.584537956,1.74E-06,7.16E-07,8.25E-07,7.29E-07,-6.72E-08,1.84E-08,2.89E-08,4.75E-07,0,0,0,0
194,696.448,89.23893087,101.5370076,3.998620011,6.518082091,2.25E-06,9.92E-07,6.36E-07,6.85E-07,-7.96E-08,-2.17E-08,3.86E-09,3.09E-07,0,0,0,0
194,697.472,88.91780563,104.9153226,4.057712137,6.530918197,2.88E-06,1.38E-06,3.09E-07,6.32E-07,-1.59E-07,-5.40E-08,-3.02E-07,1.66E-07,0,0,0,0
194,698.496,89.78593295,108.9215182,4.139390478,6.579658705,3.16E-06,1.51E-06,4.26E-08,6.28E-07,-1.42E-07,-1.50E-08,-6.07E-07,1.27E-07,0,0,0,0
194,699.52,88.95037146,111.6555526,4.174450139,6.586788641,2.11E-06,8.44E-07,-2.75E-08,6.05E-07,2.18E-07,2.48E-07,-6.21E-07,1.70E-07,0,0,0,0
194,700.544,88.48215306,103.0765793,4.058016833,6.560868435,-4.26E-07,-6.33E-07,1.84E-07,5.41E-07,9.89E-07,7.64E-07,-1.79E-07,1.89E-07,0,0,0,0
194,701.568,89.73171318,105.8349547,3.939837233,6.517309582,-2.33E-06,-1.65E-06,5.99E-07,5.15E-07,1.56E-06,1.18E-06,5.29E-07,1.04E-07,0,0,0,0
194,702.592,88.61891694,103.2898014,3.972167221,6.534414413,-1.74E-06,-1.14E-06,9.65E-07,5.56E-07,1.34E-06,1.19E-06,8.86E-07,-1.46E-07,0,0,0,0
194,703.616,86.99344258,100.6644587,4.078059159,6.56628835,-4.81E-07,-1.94E-07,1.04E-06,5.98E-07,6.81E-07,9.64E-07,2.61E-07,-5.79E-07,1,0,0,0
194,704.64,86.43385828,93.93541719,4.170196948,6.467947071,-2.77E-07,1.25E-07,7.30E-07,5.13E-07,1.72E-07,7.21E-07,-1.13E-06,-1.02E-06,0,0,0,0
194,705.664,84.48297953,95.67251833,4.220711061,6.35520896,-7.93E-07,-6.96E-08,1.69E-07,2.17E-07,-1.38E-07,4.47E-07,-1.90E-06,-1.01E-06,0,0,0,0
194,706.688,87.11213516,98.90109288,4.228099225,6.304485835,-1.16E-06,-2.90E-07,-4.18E-07,-8.58E-08,-2.98E-07,2.02E-07,-1.40E-06,-4.14E-07,0,0,0,0
194,707.712,86.54466317,100.6897116,4.237119521,6.260882789,-1.13E-06,-3.38E-07,-9.43E-07,-8.49E-08,-3.04E-07,6.39E-08,-8.39E-07,2.95E-07,0,0,0,0
194,708.736,87.82576981,98.04340994,4.213300043,6.397853492,-9.87E-07,-3.12E-07,-1.29E-06,2.90E-07,-3.99E-07,-6.28E-08,-1.01E-06,7.76E-07,0,0,0,0
194,709.76,90.36738691,105.237257,4.140536282,6.729389779,-9.91E-07,-3.30E-07,-1.32E-06,8.21E-07,-7.54E-07,-2.78E-07,-1.43E-06,9.88E-07,0,0,0,0
194,710.784,88.76480169,101.0128708,4.114361491,6.980309786,-1.01E-06,-3.38E-07,-1.13E-06,1.21E-06,-1.18E-06,-5.41E-07,-1.57E-06,1.02E-06,0,0,0,0
194,711.808,88.93909904,99.94091811,4.095169559,7.007529565,-8.38E-07,-2.67E-07,-8.69E-07,1.34E-06,-1.41E-06,-7.26E-07,-1.36E-06,9.70E-07,0,0,0,0
194,712.832,89.9649192,72.88391387,4.110153971,6.992514953,-6.38E-07,-2.06E-07,-6.76E-07,1.30E-06,-1.38E-06,-7.72E-07,-1.02E-06,9.12E-07,0,1,0,0
194,713.856,87.5762255,88.38077296,4.209886002,6.99508696,-4.72E-07,-1.98E-07,-5.81E-07,1.22E-06,-1.29E-06,-7.89E-07,-7.42E-07,8.93E-07,0,1,0,0
194,714.88,85.89656386,100.0818487,4.220048021,7.015618608,-3.58E-07,-2.05E-07,-5.09E-07,1.15E-06,-1.49E-06,-9.02E-07,-5.29E-07,9.17E-07,0,1,0,0
194,715.904,88.72864404,102.7235676,4.337693122,7.049961589,-6.28E-07,-2.59E-07,-3.26E-07,1.16E-06,-2.04E-06,-1.05E-06,-2.84E-07,9.08E-07,0,1,0,0
194,716.928,87.20921263,86.50829138,4.373474096,7.015429447,-1.35E-06,-3.33E-07,1.86E-08,1.24E-06,-2.56E-06,-1.00E-06,3.95E-08,7.77E-07,0,0,0,0
194,717.952,87.2352531,100.1095065,4.494242043,6.946739284,-2.00E-06,-3.82E-07,4.10E-07,1.25E-06,-2.51E-06,-6.29E-07,4.40E-07,5.22E-07,0,0,0,0
194,718.976,90.27694635,102.7422635,4.419097875,6.888207716,-2.38E-06,-4.99E-07,7.11E-07,1.11E-06,-1.92E-06,-1.33E-07,8.96E-07,2.35E-07,0,0,0,0
194,720,91.22896635,102.6024331,4.41511199,6.887787613,-2.58E-06,-6.48E-07,9.46E-07,8.89E-07,-1.29E-06,1.92E-07,1.49E-06,9.08E-09,0,0,0,0
194,721.024,88.71024323,104.7301337,4.910697357,6.908579838,-2.67E-06,-7.83E-07,1.18E-06,6.64E-07,-1.01E-06,2.16E-07,2.17E-06,-1.76E-07,0,0,0,0
194,722.048,86.27072341,97.9406855,4.980791001,6.900407546,-2.46E-06,-8.36E-07,1.33E-06,4.27E-07,-8.23E-07,8.48E-08,2.58E-06,-3.79E-07,0,0,0,0
194,723.072,80.23935608,98.69155683,4.983165331,6.916331032,-1.68E-06,-6.54E-07,1.26E-06,1.23E-07,-4.35E-07,1.11E-08,2.49E-06,-5.71E-07,0,0,0,0
194,724.096,83.83611558,90.60168403,5.018012731,6.875668069,-6.17E-07,-2.57E-07,9.74E-07,-1.43E-07,-5.93E-08,3.89E-08,2.17E-06,-6.52E-07,0,0,0,0
194,725.12,83.7958201,94.39097855,5.026147007,6.621884359,-4.06E-08,5.08E-08,6.58E-07,-2.21E-07,3.19E-08,1.19E-07,1.98E-06,-5.51E-07,0,0,0,0
194,726.144,83.67634624,99.22354566,5.075255078,6.196746266,-7.61E-08,1.78E-07,2.35E-07,-3.72E-07,7.26E-08,2.06E-07,1.75E-06,-3.17E-07,0,0,0,0
194,727.168,86.74378044,96.03629926,5.108546858,6.054850304,-5.20E-08,3.18E-07,-4.07E-07,-9.50E-07,2.47E-07,2.16E-07,1.13E-06,-7.08E-08,0,0,0,0
194,728.192,89.86258943,99.55942908,5.148452668,6.198049609,1.04E-07,4.42E-07,-9.56E-07,-1.62E-06,3.01E-07,1.26E-07,2.88E-07,9.84E-08,0,0,0,0
194,729.216,89.36695402,96.5987762,5.125865813,6.22491189,-1.01E-07,3.35E-07,-1.05E-06,-1.76E-06,1.10E-07,4.58E-09,-4.14E-07,1.76E-07,0,0,0,0
194,730.24,88.11912337,95.46843772,5.19817111,6.261957546,-8.69E-07,-1.18E-07,-8.50E-07,-1.40E-06,4.20E-08,-2.66E-08,-6.69E-07,2.23E-07,0,0,0,0
194,731.264,88.92450194,91.97070344,5.182433636,6.314726052,-1.73E-06,-6.63E-07,-7.17E-07,-1.04E-06,5.31E-07,1.59E-07,-4.84E-07,2.61E-07,0,0,0,0
194,732.288,89.39160771,90.23635105,5.201629037,6.342835062,-1.83E-06,-8.37E-07,-7.76E-07,-9.37E-07,1.30E-06,4.46E-07,-2.64E-07,2.61E-07,0,0,0,0
194,733.312,85.79007461,99.8286164,5.181389181,6.438889267,-1.05E-06,-5.66E-07,-9.21E-07,-9.81E-07,1.68E-06,5.70E-07,-6.61E-07,1.19E-07,1,0,0,0
194,734.336,84.65850391,94.81319463,5.170651603,6.509526528,-1.03E-07,-1.54E-07,-1.02E-06,-9.27E-07,1.53E-06,4.94E-07,-2.04E-06,-2.87E-07,1,0,0,0
194,735.36,84.18571544,92.95735195,5.187630291,6.577156445,-2.48E-07,-7.55E-08,-9.97E-07,-6.85E-07,1.11E-06,3.47E-07,-3.59E-06,-7.69E-07,0,0,0,0
194,736.384,82.67901496,88.67881818,4.967766376,6.612213578,-1.96E-06,-5.24E-07,-9.32E-07,-4.73E-07,6.27E-07,1.87E-07,-3.79E-06,-8.34E-07,0,0,0,0
194,737.408,83.95692299,91.82266078,4.796776781,6.619246873,-3.66E-06,-1.01E-06,-9.95E-07,-4.44E-07,2.93E-07,8.51E-08,-2.58E-06,-4.04E-07,0,0,0,0
194,738.432,87.01891239,98.7425391,4.781666745,6.619181359,-3.72E-06,-1.03E-06,-1.15E-06,-4.85E-07,2.36E-07,7.31E-08,-1.20E-06,1.07E-07,0,0,0,0
194,739.456,89.60313507,95.84007268,4.797911576,6.624226492,-2.60E-06,-7.51E-07,-1.17E-06,-4.42E-07,2.63E-07,6.23E-08,-3.71E-07,3.61E-07,0,0,0,0
194,740.48,89.89997114,100.8164055,4.834174383,6.64033087,-1.34E-06,-4.54E-07,-8.23E-07,-2.44E-07,3.12E-07,7.94E-08,8.82E-08,3.09E-07,0,0,0,0
194,741.504,90.24436183,101.3004378,4.813297387,6.68691099,1.49E-07,5.63E-08,-2.15E-07,5.65E-09,5.22E-07,2.73E-07,5.71E-07,1.22E-07,0,0,0,1
194,742.528,91.97183179,102.7814795,4.760008274,6.758199746,2.34E-06,9.56E-07,2.94E-07,-1.45E-08,8.50E-07,5.68E-07,1.32E-06,-1.76E-08,0,0,0,1
194,743.552,94.20207929,95.35200761,4.827517309,6.783408375,4.58E-06,1.74E-06,5.52E-07,-3.94E-07,9.81E-07,5.71E-07,2.23E-06,-1.24E-07,0,0,0,0
194,744.576,95.55600847,96.57711,4.972245446,6.77912223,5.70E-06,1.89E-06,6.71E-07,-7.21E-07,9.23E-07,2.14E-07,2.83E-06,-2.57E-07,0,0,0,0
194,745.6,94.00668428,97.97297054,5.137271068,6.807094113,5.50E-06,1.58E-06,7.00E-07,-7.18E-07,1.04E-06,-3.73E-08,2.80E-06,-3.21E-07,0,0,0,0
194,746.624,86.97938457,100.5499044,5.287534178,6.797653089,4.76E-06,1.31E-06,6.56E-07,-6.01E-07,1.25E-06,2.01E-08,2.42E-06,-2.60E-07,0,0,0,0
194,747.648,87.36844451,96.67305647,5.287950751,6.765822688,4.24E-06,1.30E-06,7.51E-07,-4.99E-07,1.08E-06,1.06E-07,2.29E-06,-1.77E-07,0,0,0,0
194,748.672,87.658313,88.10256887,5.310184815,6.809700018,4.04E-06,1.41E-06,1.15E-06,-1.48E-07,4.67E-07,4.06E-08,2.50E-06,-8.11E-08,0,0,0,0
194,749.696,89.02621235,95.16235003,5.395242065,6.896420847,3.78E-06,1.33E-06,1.55E-06,4.67E-07,-1.65E-07,-8.47E-08,2.54E-06,1.38E-07,0,0,0,0
194,750.72,88.17861984,86.8196607,5.480186621,7.022582978,3.10E-06,9.47E-07,1.39E-06,7.66E-07,-3.81E-07,-5.50E-08,1.99E-06,4.46E-07,0,0,0,0
194,751.744,82.04677446,95.49417068,5.663909529,7.070971698,2.11E-06,4.73E-07,3.73E-07,7.46E-08,-1.59E-07,1.85E-07,8.84E-07,6.19E-07,0,0,0,0
194,752.768,80.3284301,88.52269831,5.740889508,7.094696494,1.15E-06,7.40E-08,-1.21E-06,-1.60E-06,8.03E-08,3.26E-07,-5.78E-07,4.65E-07,0,0,0,0
194,753.792,83.03834308,90.20957526,5.78275017,7.146502351,4.65E-07,-2.00E-07,-2.38E-06,-3.15E-06,1.02E-07,1.96E-07,-1.85E-06,1.20E-07,1,0,0,0
194,754.816,80.58401221,88.12070821,5.832405713,7.204937951,6.95E-08,-3.17E-07,-2.25E-06,-3.23E-06,-4.64E-08,-3.13E-08,-2.31E-06,-5.01E-08,1,0,0,0
194,755.84,81.7710144,91.26339676,5.881300096,7.269990439,-2.17E-07,-3.48E-07,-1.16E-06,-1.78E-06,-2.56E-07,-2.07E-07,-2.20E-06,7.09E-08,0,0,0,1
194,756.864,81.62508577,95.61296699,5.950466399,7.312744527,-5.22E-07,-3.58E-07,-1.95E-07,-6.54E-08,-4.07E-07,-2.87E-07,-2.18E-06,3.18E-07,0,0,0,1
194,757.888,83.84212482,88.80270686,6.043850833,7.337687743,-9.25E-07,-3.96E-07,7.61E-09,7.70E-07,-3.99E-07,-2.47E-07,-2.54E-06,4.53E-07,1,0,0,0
194,758.912,89.65086442,94.62211624,6.095637584,7.336115217,-1.48E-06,-5.26E-07,-3.19E-07,7.14E-07,-2.93E-07,-1.37E-07,-2.86E-06,3.88E-07,1,0,0,0
194,759.936,89.30017089,95.52816728,6.008716935,7.387092142,-2.15E-06,-7.81E-07,-6.46E-07,3.68E-07,-1.81E-07,-3.83E-08,-2.66E-06,2.55E-07,0,0,0,1
195,460.928,90.36144578,92.8673251,7.169047712,5.86795662,5.08E-07,-5.84E-07,-6.29E-07,1.31E-08,-8.38E-07,-1.88E-06,3.74E-08,-1.15E-07,0,0,0,1
195,461.952,90.32393072,93.13371206,7.448121607,5.884611231,2.05E-07,-6.07E-07,-1.93E-07,-3.29E-07,-6.38E-07,-1.65E-06,4.85E-07,-3.09E-07,0,0,0,1
195,462.976,84.21994439,105.6696324,7.524426768,5.798080539,5.73E-07,-2.21E-07,4.19E-07,-4.64E-07,1.11E-06,-3.37E-07,9.98E-07,-3.54E-07,1,1,0,0
195,464,91.83474803,109.5522883,7.644783079,5.753434855,1.65E-06,3.80E-07,9.05E-07,-4.39E-07,3.39E-06,1.20E-06,1.42E-06,-2.88E-07,0,0,1,0
195,465.024,69.42085032,102.7056628,7.637244642,5.750047284,2.72E-06,7.82E-07,1.11E-06,-3.47E-07,4.76E-06,2.00E-06,1.65E-06,-2.09E-07,0,0,1,0
195,466.048,68.70587256,98.85963113,7.761485098,5.801461865,3.07E-06,8.32E-07,1.18E-06,-2.11E-07,4.95E-06,2.02E-06,1.77E-06,-1.52E-07,0,0,0,0
195,467.072,63.2243375,94.36113884,7.856653662,5.845607677,2.64E-06,5.95E-07,1.30E-06,-2.00E-08,4.37E-06,1.63E-06,1.89E-06,-7.88E-08,0,0,0,0
195,468.096,59.98985385,95.77170609,7.875654574,5.848999208,1.96E-06,2.20E-07,1.48E-06,1.35E-07,3.49E-06,1.04E-06,2.03E-06,-3.29E-08,0,0,0,0
195,469.12,60.37663712,94.16707778,7.916077466,5.842398664,1.67E-06,-4.83E-08,1.53E-06,1.43E-07,2.93E-06,6.07E-07,2.05E-06,-8.97E-08,0,0,0,0
195,470.144,60.4776401,89.81931481,7.90851901,5.827493271,2.02E-06,1.31E-08,1.39E-06,6.11E-08,3.22E-06,7.28E-07,1.82E-06,-2.03E-07,0,0,0,0
195,471.168,57.46417847,85.48612308,7.90011543,5.797699975,2.51E-06,2.51E-07,1.22E-06,-9.32E-09,3.98E-06,1.21E-06,1.40E-06,-2.64E-07,0,0,0,0
195,472.192,55.89427836,95.28251595,7.908226009,5.703625483,2.52E-06,3.45E-07,1.15E-06,-4.54E-09,4.31E-06,1.49E-06,9.93E-07,-1.91E-07,0,0,0,0
195,473.216,55.62025052,113.5876845,7.937057022,5.775230156,1.88E-06,1.20E-07,1.10E-06,1.35E-07,3.37E-06,1.03E-06,7.81E-07,4.33E-11,0,0,0,0
195,474.24,56.58232588,119.8841728,7.9605395,5.85526696,9.09E-07,-3.84E-07,9.73E-07,3.41E-07,1.08E-06,-2.94E-07,7.60E-07,1.82E-07,0,0,0,0
195,475.264,58.71645064,114.4563887,7.975623503,5.781280808,1.43E-07,-8.94E-07,7.70E-07,4.70E-07,-1.40E-06,-1.78E-06,7.56E-07,2.17E-07,0,0,0,0
195,476.288,62.55544239,104.8581698,7.850330875,5.713366,-1.93E-07,-1.14E-06,6.95E-07,4.20E-07,-2.65E-06,-2.48E-06,7.77E-07,7.09E-08,0,0,0,0
195,477.312,61.53823428,103.5874067,7.706548793,5.719982767,2.34E-08,-1.05E-06,9.17E-07,1.49E-07,-2.02E-06,-2.04E-06,1.02E-06,-1.85E-07,0,0,0,0
195,478.336,56.36621596,101.796249,7.623718608,5.786613215,4.49E-07,-8.86E-07,1.26E-06,-2.26E-07,-3.46E-07,-1.07E-06,1.43E-06,-3.89E-07,0,1,0,0
195,479.36,55.25633018,104.6977736,7.540579701,5.828368263,3.56E-07,-1.05E-06,1.21E-06,-4.10E-07,5.02E-07,-7.65E-07,1.63E-06,-3.39E-07,0,0,0,0
195,480.384,57.04400288,102.9297341,7.540874224,5.787568824,-1.01E-07,-1.42E-06,4.59E-07,-2.51E-07,-6.22E-07,-1.63E-06,1.21E-06,-9.61E-08,0,0,0,0
195,481.408,61.18710772,103.0310018,7.427976395,5.698356046,-1.62E-07,-1.53E-06,-7.64E-07,1.06E-07,-2.49E-06,-2.67E-06,-7.07E-09,-1.30E-08,0,0,0,0
195,482.432,60.53009117,107.0752175,7.228816623,5.577921655,2.53E-07,-1.23E-06,-1.59E-06,4.22E-07,-3.24E-06,-2.68E-06,-1.30E-06,-2.41E-07,0,0,0,0
195,483.456,56.16209109,107.8655209,7.177907736,5.481490146,5.26E-07,-7.87E-07,-1.28E-06,5.13E-07,-2.62E-06,-1.64E-06,-1.46E-06,-4.19E-07,0,0,0,0
195,484.48,56.22803248,110.9338418,7.08948575,5.464092802,1.71E-07,-4.70E-07,-4.26E-07,3.74E-07,-1.43E-06,-2.06E-07,-5.84E-07,-2.25E-07,0,1,0,0
195,485.504,59.01737657,113.2744921,7.068877818,5.515640223,-5.68E-07,-3.30E-07,-1.07E-07,2.18E-07,-4.19E-07,9.08E-07,2.24E-07,2.11E-07,0,1,0,0
195,486.528,62.03211801,113.2690775,7.08143162,5.593559836,-1.08E-06,-2.71E-07,-4.71E-07,2.49E-07,-1.81E-08,1.22E-06,5.32E-07,6.34E-07,0,1,0,0
195,487.552,67.37576591,101.1741139,7.116247512,5.596303156,-1.20E-06,-1.97E-07,-8.51E-07,4.55E-07,2.36E-07,1.04E-06,5.75E-07,9.66E-07,0,1,0,0
195,488.576,68.93228378,103.1171228,7.235923831,5.494875962,-1.09E-06,-6.99E-08,-6.83E-07,6.85E-07,1.16E-06,1.11E-06,5.56E-07,1.15E-06,0,1,0,0
195,489.6,61.68062178,108.2290526,7.339258341,5.29081287,-9.76E-07,-2.60E-08,1.27E-07,8.17E-07,2.31E-06,1.27E-06,6.57E-07,1.08E-06,0,1,0,0
195,490.624,58.48244747,104.3419556,7.310956067,5.253289486,-1.09E-06,-2.15E-07,1.20E-06,8.26E-07,2.17E-06,7.61E-07,1.13E-06,8.69E-07,0,1,0,0
195,491.648,58.94959164,106.0334843,7.297489214,5.20886132,-1.48E-06,-5.50E-07,1.90E-06,6.30E-07,-9.08E-08,-6.11E-07,1.73E-06,5.99E-07,0,0,0,0
195,492.672,61.11828791,109.1196065,7.383284475,4.982388719,-1.90E-06,-7.05E-07,1.42E-06,6.56E-08,-3.24E-06,-1.90E-06,1.42E-06,-6.18E-09,0,0,0,0
195,493.696,67.26743947,112.2639463,7.447802682,4.759725252,-1.98E-06,-4.48E-07,-7.18E-07,-8.84E-07,-4.99E-06,-1.98E-06,-3.00E-07,-1.03E-06,0,0,0,0
195,494.72,71.19149136,111.7242832,7.581638452,4.646820107,-1.84E-06,8.28E-08,-3.51E-06,-1.94E-06,-4.96E-06,-9.69E-07,-2.17E-06,-1.85E-06,0,0,0,0
195,495.744,65.91993746,109.847626,7.54262925,4.667251665,-1.88E-06,6.52E-07,-4.40E-06,-2.39E-06,-4.33E-06,3.53E-07,-2.06E-06,-1.57E-06,0,0,0,0
195,496.768,59.35281045,110.2697288,7.46558596,4.80126557,-2.12E-06,1.14E-06,-2.10E-06,-1.78E-06,-3.66E-06,1.53E-06,-8.70E-09,-3.83E-07,0,0,1,0
195,497.792,58.17814733,114.6523822,7.448562848,4.893909646,-2.27E-06,1.49E-06,1.24E-06,-8.05E-07,-2.61E-06,2.49E-06,2.02E-06,6.87E-07,0,0,1,0
195,498.816,57.10877069,121.9347835,7.373943693,4.973230796,-2.26E-06,1.62E-06,2.85E-06,-3.06E-07,-1.40E-06,2.98E-06,2.83E-06,1.19E-06,0,0,1,0
195,499.84,60.37506978,108.5705439,7.373400506,5.079582578,-2.38E-06,1.46E-06,2.56E-06,-2.88E-07,-1.36E-06,2.45E-06,2.53E-06,1.21E-06,0,0,0,0
195,500.864,63.24224813,114.9446516,7.39077059,5.323697841,-2.68E-06,1.14E-06,1.38E-06,-4.55E-07,-2.76E-06,1.25E-06,1.13E-06,6.48E-07,0,0,0,0
195,501.888,60.54071985,115.883766,7.446390526,5.678850628,-2.68E-06,1.05E-06,8.74E-09,-5.82E-07,-3.81E-06,5.87E-07,-1.31E-06,-4.65E-07,0,0,0,0
195,502.912,70.14284799,111.1752565,7.545766728,5.710810914,-2.06E-06,1.19E-06,-6.98E-07,-5.73E-07,-3.45E-06,6.87E-07,-3.16E-06,-1.36E-06,0,0,0,0
195,503.936,65.47134134,114.9779496,7.512034104,5.701571987,-1.25E-06,1.22E-06,-7.60E-08,-4.11E-07,-2.55E-06,7.81E-07,-2.61E-06,-1.23E-06,0,0,0,0
195,504.96,61.24653478,111.6254204,7.420124195,5.716230865,-7.71E-07,1.03E-06,1.09E-06,-1.16E-07,-2.11E-06,4.51E-07,-5.10E-07,-3.37E-07,0,0,0,0
195,505.984,60.1185901,118.5935945,7.409725389,5.702736536,-7.22E-07,8.00E-07,1.46E-06,2.43E-07,-2.18E-06,-4.49E-09,1.01E-06,4.25E-07,0,0,0,0
195,507.008,62.98484251,118.1483094,7.5055376,5.666303556,-9.47E-07,6.78E-07,5.16E-07,5.46E-07,-2.19E-06,-1.15E-07,9.02E-07,4.26E-07,0,0,0,0
195,508.032,73.14365138,112.6123178,7.550217678,5.66040554,-1.39E-06,6.27E-07,-8.76E-07,7.11E-07,-1.74E-06,1.74E-07,-4.40E-07,-2.33E-07,0,0,0,0
195,509.056,71.46372594,120.1063461,7.496323429,5.675485432,-1.99E-06,4.94E-07,-1.55E-06,6.82E-07,-1.19E-06,3.51E-07,-1.78E-06,-8.75E-07,0,0,0,0
195,510.08,65.62879276,119.7471957,7.35891345,5.678166284,-2.39E-06,2.44E-07,-1.34E-06,3.75E-07,-1.50E-06,-2.51E-07,-1.88E-06,-9.05E-07,0,0,0,0
195,511.104,67.03192434,110.0384541,7.321393577,5.671520206,-2.32E-06,5.88E-08,-6.44E-07,-8.04E-08,-2.78E-06,-1.39E-06,-3.51E-07,-2.03E-07,1,0,0,0
195,512.128,66.37117854,109.8327702,7.316547582,5.645198361,-2.09E-06,1.47E-07,4.21E-07,-2.85E-07,-3.84E-06,-1.94E-06,1.72E-06,6.19E-07,1,0,0,0
195,513.152,66.91492409,112.1800263,7.376334135,5.599275369,-1.99E-06,4.73E-07,1.80E-06,-1.57E-07,-3.40E-06,-1.20E-06,3.07E-06,8.92E-07,0,0,0,0
195,514.176,69.80792714,115.7087187,7.428444904,5.573198656,-1.76E-06,8.04E-07,2.83E-06,-4.21E-08,-1.16E-06,3.44E-07,3.44E-06,7.03E-07,0,0,0,0
195,515.2,74.47876866,104.7131711,7.448412899,5.523959556,-8.85E-07,9.06E-07,2.94E-06,-6.40E-08,1.55E-06,1.40E-06,2.55E-06,2.93E-07,0,0,1,0
195,516.224,70.3515272,115.385164,7.469252549,5.270263922,6.08E-07,7.30E-07,2.15E-06,1.80E-08,3.35E-06,1.35E-06,3.05E-07,-1.91E-07,0,0,1,0
195,517.248,73.60695065,116.3746553,7.515910151,4.584646053,1.70E-06,3.24E-07,9.04E-07,4.02E-07,3.91E-06,7.05E-07,-2.21E-06,-4.12E-07,0,0,0,0
195,518.272,69.82639055,116.1615328,7.574414621,4.11771249,1.61E-06,-1.66E-07,-6.83E-07,8.61E-07,3.83E-06,2.71E-07,-3.96E-06,-2.47E-07,0,1,0,0
195,519.296,62.4298466,118.9838292,7.637296536,4.261895937,8.83E-07,-4.56E-07,-2.71E-06,8.89E-07,3.89E-06,3.88E-07,-4.46E-06,1.71E-07,0,1,0,0
195,520.32,61.50735139,116.7029281,7.726773061,4.361248202,3.31E-07,-4.51E-07,-4.78E-06,2.61E-07,4.09E-06,7.06E-07,-3.70E-06,6.48E-07,0,1,0,0
195,521.344,64.00046758,117.2450461,7.816866194,4.316275064,3.55E-07,-2.78E-07,-5.65E-06,-4.73E-07,4.08E-06,8.58E-07,-2.30E-06,9.45E-07,0,0,0,0
